order_id,customer_id,city,cuisine,order_value,delivery_time_min,rating,order_date,order_hour,day_of_week,month,month_num,is_repeat_customer
ORD002855,CUST02928,Delhi,Biryani,468.16,37,2.3,2024-11-07,13,Thursday,November,11,Repeat
ORD002856,CUST02946,Mumbai,Burger,251.14,47,3.9,2024-05-16,13,Thursday,May,5,Repeat
ORD002857,CUST00941,Pune,Biryani,422.35,18,3.7,2024-12-24,21,Tuesday,December,12,One-time
ORD002858,CUST02109,Hyderabad,Burger,275.71,39,4.4,2024-08-13,21,Tuesday,August,8,Repeat
ORD002859,CUST00275,Pune,South Indian,212.03,39,3.7,2024-03-29,21,Friday,March,3,One-time
ORD002860,CUST02745,Ahmedabad,South Indian,165.72,15,4.5,2024-08-06,8,Tuesday,August,8,Repeat
ORD002861,CUST02192,Pune,Chinese,292.18,29,2.9,2024-08-31,13,Saturday,August,8,Repeat
ORD002862,CUST02886,Chennai,Biryani,439.83,32,4.2,2024-11-24,21,Sunday,November,11,One-time
ORD002863,CUST01313,Bangalore,Chinese,410.48,15,3.8,2024-03-16,21,Saturday,March,3,Repeat
ORD002864,CUST02208,Chennai,Burger,236.91,50,2.5,2024-10-17,19,Thursday,October,10,Repeat
ORD002865,CUST02108,Chennai,Rolls,267.11,36,3.7,2024-12-19,14,Thursday,December,12,Repeat
ORD002866,CUST01972,Delhi,Biryani,361.18,31,4.5,2024-09-02,10,Monday,September,9,One-time
ORD002867,CUST00564,Bangalore,South Indian,161.23,38,3.5,2024-02-15,19,Thursday,February,2,Repeat
ORD002868,CUST01562,Chennai,Biryani,307.6,61,3.5,2024-03-08,18,Friday,March,3,Repeat
ORD002869,CUST00928,Delhi,Biryani,438.26,46,2.7,2024-04-30,11,Tuesday,April,4,Repeat
ORD002870,CUST00462,Ahmedabad,Chinese,402.66,15,3.7,2024-09-12,8,Thursday,September,9,Repeat
ORD002871,CUST02321,Hyderabad,Biryani,336.39,41,3.8,2024-09-20,21,Friday,September,9,One-time
ORD002872,CUST02282,Kolkata,Biryani,364.15,35,3.2,2024-03-03,7,Sunday,March,3,Repeat
ORD002873,CUST00759,Bangalore,Rolls,112.62,42,4.1,2024-01-09,10,Tuesday,January,1,One-time
ORD002874,CUST01778,Bangalore,Biryani,530.53,27,4.4,2024-01-16,22,Tuesday,January,1,One-time
ORD002875,CUST01583,Hyderabad,North Indian,278.72,47,4.2,2024-05-31,14,Friday,May,5,Repeat
ORD002876,CUST00381,Bangalore,Rolls,189.5,32,4.4,2024-04-30,14,Tuesday,April,4,Repeat
ORD002877,CUST01308,Delhi,Chinese,325.28,28,3.1,2024-02-13,10,Tuesday,February,2,Repeat
ORD002878,CUST01977,Bangalore,Pizza,296.92,50,4.2,2024-10-08,13,Tuesday,October,10,Repeat
ORD002879,CUST01268,Mumbai,Desserts,108.29,23,4.8,2024-06-10,11,Monday,June,6,One-time
ORD002880,CUST00015,Hyderabad,Pizza,229.15,40,3.3,2024-01-09,22,Tuesday,January,1,Repeat
ORD002881,CUST00748,Hyderabad,Burger,351.07,27,4.6,2024-05-22,21,Wednesday,May,5,One-time
ORD002882,CUST01554,Mumbai,Biryani,397.56,38,2.6,2024-01-11,10,Thursday,January,1,Repeat
ORD002883,CUST01773,Ahmedabad,Chinese,125.8,33,4.0,2024-08-04,19,Sunday,August,8,One-time
ORD002884,CUST02652,Bangalore,South Indian,158.11,24,4.4,2024-02-14,21,Wednesday,February,2,Repeat
ORD002885,CUST00921,Ahmedabad,Biryani,433.47,34,4.3,2024-08-16,19,Friday,August,8,Repeat
ORD002886,CUST02516,Pune,Rolls,127.16,31,4.9,2024-05-17,17,Friday,May,5,Repeat
ORD002887,CUST02142,Delhi,South Indian,223.76,36,5.0,2024-10-14,16,Monday,October,10,Repeat
ORD002888,CUST02246,Hyderabad,North Indian,195.05,43,4.6,2024-07-12,22,Friday,July,7,Repeat
ORD002889,CUST01591,Delhi,Pizza,294.01,44,3.0,2024-09-27,14,Friday,September,9,Repeat
ORD002890,CUST02276,Mumbai,Chinese,231.93,39,4.2,2024-03-01,22,Friday,March,3,One-time
ORD002891,CUST02517,Hyderabad,Biryani,486.49,51,3.4,2024-10-29,21,Tuesday,October,10,Repeat
ORD002892,CUST00318,Mumbai,Rolls,233.71,32,4.4,2024-01-12,13,Friday,January,1,Repeat
ORD002893,CUST00092,Kolkata,Biryani,399.71,39,4.0,2024-12-25,15,Wednesday,December,12,Repeat
ORD002894,CUST02585,Mumbai,North Indian,179.65,24,4.1,2024-04-05,21,Friday,April,4,One-time
ORD002895,CUST02267,Pune,Pizza,185.02,43,4.2,2024-10-19,20,Saturday,October,10,Repeat
ORD002896,CUST01889,Bangalore,North Indian,324.54,24,4.8,2024-03-01,22,Friday,March,3,One-time
ORD002897,CUST02893,Hyderabad,Pizza,482.98,36,4.1,2024-09-06,20,Friday,September,9,One-time
ORD002898,CUST00306,Hyderabad,Chinese,294.12,40,3.6,2024-11-26,14,Tuesday,November,11,Repeat
ORD002899,CUST02493,Chennai,North Indian,297.41,44,5.0,2024-03-11,20,Monday,March,3,Repeat
ORD002900,CUST00578,Delhi,North Indian,194.99,34,3.1,2024-09-19,17,Thursday,September,9,One-time
ORD002901,CUST02897,Pune,Rolls,251.64,29,3.1,2024-05-15,15,Wednesday,May,5,Repeat
ORD002902,CUST00541,Hyderabad,North Indian,347.86,52,3.9,2024-12-14,22,Saturday,December,12,Repeat
ORD002903,CUST00186,Bangalore,Pizza,336.38,39,4.6,2024-03-05,8,Tuesday,March,3,Repeat
ORD002904,CUST01504,Mumbai,Biryani,296.95,34,3.5,2024-10-21,7,Monday,October,10,Repeat
ORD002905,CUST02590,Bangalore,Rolls,127.45,32,4.5,2024-06-24,19,Monday,June,6,Repeat
ORD002906,CUST00704,Hyderabad,Biryani,433.83,41,3.8,2024-08-28,18,Wednesday,August,8,Repeat
ORD002907,CUST02294,Delhi,Rolls,203.55,27,3.8,2024-05-23,7,Thursday,May,5,Repeat
ORD002908,CUST02131,Delhi,Rolls,188.64,38,3.9,2024-09-21,13,Saturday,September,9,Repeat
ORD002909,CUST01854,Bangalore,Biryani,366.86,31,5.0,2024-08-02,9,Friday,August,8,Repeat
ORD002910,CUST01973,Hyderabad,Pizza,392.54,39,3.6,2024-10-14,10,Monday,October,10,Repeat
ORD002911,CUST00476,Delhi,Desserts,133.08,34,4.0,2024-11-08,14,Friday,November,11,Repeat
ORD002912,CUST00448,Ahmedabad,Chinese,148.37,19,3.7,2024-06-10,11,Monday,June,6,Repeat
ORD002913,CUST00179,Chennai,South Indian,231.39,33,4.7,2024-08-13,8,Tuesday,August,8,One-time
ORD002914,CUST00180,Hyderabad,Biryani,239.17,27,4.9,2024-08-08,20,Thursday,August,8,Repeat
ORD002915,CUST00019,Ahmedabad,South Indian,227.21,44,4.9,2024-12-24,20,Tuesday,December,12,Repeat
ORD002916,CUST02066,Delhi,South Indian,181.84,34,3.7,2024-12-30,21,Monday,December,12,Repeat
ORD002917,CUST02646,Hyderabad,Chinese,143.18,32,4.4,2024-08-27,20,Tuesday,August,8,Repeat
ORD002918,CUST01689,Bangalore,Chinese,317.84,41,3.5,2024-05-22,11,Wednesday,May,5,Repeat
ORD002919,CUST00361,Ahmedabad,Pizza,267.51,48,3.2,2024-09-20,17,Friday,September,9,One-time
ORD002920,CUST01274,Pune,Biryani,407.94,37,4.6,2024-02-06,9,Tuesday,February,2,Repeat
ORD002921,CUST00630,Bangalore,Chinese,348.0,22,3.3,2024-11-08,20,Friday,November,11,Repeat
ORD002922,CUST01919,Kolkata,Biryani,435.0,34,3.5,2024-07-03,20,Wednesday,July,7,Repeat
ORD002923,CUST00621,Mumbai,Biryani,476.48,37,3.8,2024-05-19,16,Sunday,May,5,Repeat
ORD002924,CUST01759,Mumbai,Chinese,334.59,31,4.8,2024-04-22,14,Monday,April,4,Repeat
ORD002925,CUST01228,Kolkata,North Indian,240.9,42,4.5,2024-10-07,20,Monday,October,10,Repeat
ORD002926,CUST00934,Bangalore,Desserts,98.35,32,4.5,2024-11-18,14,Monday,November,11,Repeat
ORD002927,CUST00565,Mumbai,South Indian,283.65,33,3.4,2024-01-28,22,Sunday,January,1,Repeat
ORD002928,CUST01134,Delhi,North Indian,371.7,47,2.9,2024-08-17,15,Saturday,August,8,Repeat
ORD002929,CUST01492,Ahmedabad,Biryani,265.63,37,4.1,2024-10-16,11,Wednesday,October,10,One-time
ORD002930,CUST00140,Mumbai,South Indian,203.55,42,3.2,2024-06-15,10,Saturday,June,6,Repeat
ORD002931,CUST02867,Bangalore,Biryani,179.1,31,3.9,2024-11-03,8,Sunday,November,11,Repeat
ORD002932,CUST00342,Ahmedabad,North Indian,279.31,23,3.0,2024-09-16,11,Monday,September,9,Repeat
ORD002933,CUST02813,Hyderabad,South Indian,191.73,44,4.4,2024-05-31,17,Friday,May,5,Repeat
ORD002934,CUST01594,Hyderabad,Pizza,415.02,27,3.3,2024-03-27,16,Wednesday,March,3,Repeat
ORD002935,CUST02544,Bangalore,South Indian,247.31,41,3.9,2024-05-17,11,Friday,May,5,Repeat
ORD002936,CUST00726,Ahmedabad,Rolls,89.37,26,4.0,2024-12-07,14,Saturday,December,12,One-time
ORD002937,CUST01286,Chennai,Rolls,201.92,43,3.7,2024-07-01,10,Monday,July,7,Repeat
ORD002938,CUST00647,Pune,Pizza,346.46,36,4.2,2024-12-24,11,Tuesday,December,12,Repeat
ORD002939,CUST00455,Bangalore,Burger,269.55,36,3.6,2024-04-03,15,Wednesday,April,4,Repeat
ORD002940,CUST02682,Delhi,Chinese,285.69,40,3.9,2024-08-13,19,Tuesday,August,8,Repeat
ORD002941,CUST00132,Mumbai,Biryani,416.18,48,3.7,2024-09-09,10,Monday,September,9,Repeat
ORD002942,CUST00784,Pune,North Indian,251.33,44,2.8,2024-10-08,9,Tuesday,October,10,Repeat
ORD002943,CUST02417,Delhi,Chinese,204.3,38,4.0,2024-04-28,11,Sunday,April,4,Repeat
ORD002944,CUST00040,Ahmedabad,South Indian,151.52,31,3.5,2024-12-12,14,Thursday,December,12,One-time
ORD002945,CUST02955,Hyderabad,Chinese,245.93,44,4.0,2024-10-23,9,Wednesday,October,10,Repeat
ORD002946,CUST00517,Kolkata,Burger,248.8,30,3.1,2024-08-07,9,Wednesday,August,8,Repeat
ORD002947,CUST00295,Mumbai,Chinese,379.41,41,3.3,2024-02-18,20,Sunday,February,2,Repeat
ORD002948,CUST02521,Delhi,Biryani,448.36,34,3.6,2024-10-06,20,Sunday,October,10,Repeat
ORD002949,CUST01532,Delhi,South Indian,243.94,28,3.7,2024-01-24,19,Wednesday,January,1,Repeat
ORD002950,CUST00243,Mumbai,North Indian,309.11,30,4.3,2024-10-22,7,Tuesday,October,10,Repeat
ORD002951,CUST02340,Mumbai,Rolls,264.11,27,3.0,2024-10-07,10,Monday,October,10,Repeat
ORD002952,CUST01800,Mumbai,Biryani,189.83,33,3.4,2024-12-22,17,Sunday,December,12,One-time
ORD002953,CUST01094,Delhi,Biryani,399.75,36,2.8,2024-04-21,19,Sunday,April,4,Repeat
ORD002954,CUST01184,Bangalore,Chinese,152.96,38,3.8,2024-07-10,10,Wednesday,July,7,Repeat
ORD002955,CUST01609,Mumbai,South Indian,196.58,18,4.4,2024-03-21,19,Thursday,March,3,Repeat
ORD002956,CUST00659,Delhi,Burger,329.49,38,3.2,2024-02-07,22,Wednesday,February,2,Repeat
ORD002957,CUST01045,Hyderabad,North Indian,303.34,21,4.7,2024-05-26,9,Sunday,May,5,Repeat
ORD002958,CUST02385,Hyderabad,Biryani,387.78,17,4.0,2024-10-20,12,Sunday,October,10,One-time
ORD002959,CUST00907,Bangalore,Burger,278.96,32,3.7,2024-02-05,7,Monday,February,2,Repeat
ORD002960,CUST00164,Delhi,Rolls,124.9,41,3.3,2024-12-12,8,Thursday,December,12,Repeat
ORD002961,CUST02610,Chennai,North Indian,138.27,31,4.5,2024-07-30,20,Tuesday,July,7,One-time
ORD002962,CUST00621,Pune,Biryani,343.24,52,3.7,2024-07-15,20,Monday,July,7,Repeat
ORD002963,CUST00558,Delhi,Biryani,412.18,34,3.8,2024-12-13,22,Friday,December,12,Repeat
ORD002964,CUST02305,Mumbai,Desserts,140.12,32,4.2,2024-08-18,20,Sunday,August,8,One-time
ORD002965,CUST00701,Delhi,Chinese,214.49,24,3.3,2024-08-04,22,Sunday,August,8,One-time
ORD002966,CUST00946,Ahmedabad,South Indian,332.51,40,3.9,2024-12-09,12,Monday,December,12,Repeat
ORD002967,CUST00035,Pune,Biryani,279.54,41,3.6,2024-07-08,20,Monday,July,7,Repeat
ORD002968,CUST01048,Mumbai,North Indian,316.06,25,4.1,2024-01-13,12,Saturday,January,1,Repeat
ORD002969,CUST01823,Hyderabad,Burger,223.51,27,4.4,2024-03-23,11,Saturday,March,3,Repeat
ORD002970,CUST00775,Mumbai,Desserts,92.34,41,4.1,2024-02-20,19,Tuesday,February,2,Repeat
ORD002971,CUST02705,Hyderabad,South Indian,171.62,27,3.8,2024-09-25,18,Wednesday,September,9,Repeat
ORD002972,CUST02003,Chennai,Chinese,299.74,33,4.1,2024-10-16,7,Wednesday,October,10,Repeat
ORD002973,CUST00460,Mumbai,Biryani,547.48,30,2.9,2024-07-09,19,Tuesday,July,7,One-time
ORD002974,CUST02411,Pune,Chinese,337.81,52,3.7,2024-08-25,17,Sunday,August,8,Repeat
ORD002975,CUST02884,Delhi,North Indian,218.42,34,3.1,2024-09-21,7,Saturday,September,9,Repeat
ORD002976,CUST01392,Kolkata,North Indian,348.21,21,3.9,2024-12-24,13,Tuesday,December,12,Repeat
ORD002977,CUST02243,Ahmedabad,Chinese,209.7,36,3.6,2024-03-20,22,Wednesday,March,3,Repeat
ORD002978,CUST00707,Chennai,South Indian,229.72,35,3.2,2024-06-08,20,Saturday,June,6,Repeat
ORD002979,CUST02105,Hyderabad,Pizza,370.15,35,3.2,2024-09-01,11,Sunday,September,9,One-time
ORD002980,CUST02258,Hyderabad,South Indian,343.25,40,3.6,2024-03-06,13,Wednesday,March,3,Repeat
ORD002981,CUST02714,Kolkata,Biryani,514.44,53,3.4,2024-02-15,22,Thursday,February,2,Repeat
ORD002982,CUST02683,Hyderabad,Biryani,413.0,25,3.9,2024-09-25,11,Wednesday,September,9,Repeat
ORD002983,CUST01475,Delhi,Pizza,304.07,37,4.0,2024-12-24,8,Tuesday,December,12,One-time
ORD002984,CUST02570,Chennai,Biryani,433.18,37,3.0,2024-11-20,11,Wednesday,November,11,Repeat
ORD002985,CUST02927,Delhi,Biryani,290.85,30,3.7,2024-03-08,14,Friday,March,3,One-time
ORD002986,CUST01472,Pune,Biryani,479.82,23,3.8,2024-02-22,12,Thursday,February,2,Repeat
ORD002987,CUST00536,Mumbai,North Indian,371.48,32,4.1,2024-01-25,22,Thursday,January,1,One-time
ORD002988,CUST00012,Delhi,Burger,241.28,38,3.6,2024-06-25,19,Tuesday,June,6,Repeat
ORD002989,CUST01803,Mumbai,South Indian,256.69,20,3.9,2024-10-26,8,Saturday,October,10,Repeat
ORD002990,CUST00291,Delhi,Chinese,300.76,40,4.6,2024-11-02,7,Saturday,November,11,Repeat
ORD002991,CUST01223,Bangalore,Chinese,252.63,50,3.1,2024-03-22,18,Friday,March,3,Repeat
ORD002992,CUST00489,Kolkata,Biryani,506.22,43,3.1,2024-05-06,21,Monday,May,5,Repeat
ORD002993,CUST01131,Hyderabad,North Indian,323.03,34,4.2,2024-03-24,11,Sunday,March,3,One-time
ORD002994,CUST00832,Kolkata,North Indian,283.25,32,4.7,2024-01-08,21,Monday,January,1,Repeat
ORD002995,CUST02283,Pune,Desserts,146.3,43,3.5,2024-08-01,16,Thursday,August,8,Repeat
ORD002996,CUST00167,Bangalore,Pizza,453.33,28,3.6,2024-03-19,10,Tuesday,March,3,One-time
ORD002997,CUST01482,Hyderabad,Chinese,386.72,31,4.8,2024-05-10,19,Friday,May,5,Repeat
ORD002998,CUST01768,Bangalore,Biryani,464.72,33,2.8,2024-06-05,13,Wednesday,June,6,One-time
ORD002999,CUST00921,Mumbai,South Indian,218.94,36,4.5,2024-06-03,16,Monday,June,6,Repeat
ORD003000,CUST01859,Hyderabad,Burger,349.28,28,4.4,2024-07-16,11,Tuesday,July,7,Repeat
ORD003001,CUST01211,Ahmedabad,South Indian,262.1,46,3.9,2024-07-29,21,Monday,July,7,Repeat
ORD003002,CUST02682,Mumbai,South Indian,113.16,33,3.1,2024-12-10,11,Tuesday,December,12,Repeat
ORD003003,CUST02020,Kolkata,Chinese,265.82,45,3.8,2024-12-17,21,Tuesday,December,12,Repeat
ORD003004,CUST01670,Hyderabad,South Indian,283.14,38,3.0,2024-06-08,21,Saturday,June,6,Repeat
ORD003005,CUST02696,Delhi,Chinese,103.54,36,3.7,2024-05-14,13,Tuesday,May,5,One-time
ORD003006,CUST00981,Pune,Pizza,241.84,18,3.7,2024-05-24,12,Friday,May,5,Repeat
ORD003007,CUST01498,Delhi,South Indian,209.3,42,3.8,2024-04-30,13,Tuesday,April,4,Repeat
ORD003008,CUST00143,Chennai,South Indian,308.44,25,4.5,2024-02-10,15,Saturday,February,2,One-time
ORD003009,CUST02739,Mumbai,North Indian,303.55,42,3.4,2024-07-10,14,Wednesday,July,7,One-time
ORD003010,CUST01913,Chennai,North Indian,380.38,38,3.3,2024-12-19,14,Thursday,December,12,One-time
ORD003011,CUST01356,Chennai,North Indian,299.1,33,4.1,2024-12-30,14,Monday,December,12,Repeat
ORD003012,CUST02604,Bangalore,Biryani,267.92,35,4.0,2024-05-02,22,Thursday,May,5,One-time
ORD003013,CUST01110,Bangalore,Rolls,181.49,48,4.0,2024-10-31,16,Thursday,October,10,One-time
ORD003014,CUST00261,Mumbai,Rolls,179.66,37,3.9,2024-03-05,9,Tuesday,March,3,Repeat
ORD003015,CUST01516,Hyderabad,Chinese,308.23,17,4.0,2024-01-05,19,Friday,January,1,Repeat
ORD003016,CUST01255,Mumbai,Burger,157.22,48,3.5,2024-04-04,19,Thursday,April,4,Repeat
ORD003017,CUST01324,Chennai,South Indian,209.37,44,3.9,2024-07-14,22,Sunday,July,7,Repeat
ORD003018,CUST00463,Pune,South Indian,157.93,34,3.6,2024-08-20,14,Tuesday,August,8,One-time
ORD003019,CUST00982,Bangalore,Pizza,180.44,28,3.8,2024-03-01,22,Friday,March,3,Repeat
ORD003020,CUST01172,Hyderabad,Chinese,271.95,20,4.8,2024-05-15,19,Wednesday,May,5,Repeat
ORD003021,CUST01016,Chennai,Biryani,370.3,35,4.0,2024-07-31,14,Wednesday,July,7,Repeat
ORD003022,CUST01298,Pune,Biryani,305.13,40,3.5,2024-01-29,22,Monday,January,1,One-time
ORD003023,CUST02695,Chennai,South Indian,170.69,41,4.6,2024-12-14,10,Saturday,December,12,One-time
ORD003024,CUST02645,Delhi,Biryani,448.86,44,3.3,2024-09-28,12,Saturday,September,9,One-time
ORD003025,CUST00493,Hyderabad,Pizza,192.19,50,4.7,2024-08-16,9,Friday,August,8,One-time
ORD003026,CUST00641,Hyderabad,Burger,346.43,32,3.2,2024-12-02,20,Monday,December,12,One-time
ORD003027,CUST02071,Chennai,South Indian,161.39,18,4.1,2024-12-14,20,Saturday,December,12,Repeat
ORD003028,CUST00200,Hyderabad,Biryani,532.54,34,4.0,2024-03-24,20,Sunday,March,3,Repeat
ORD003029,CUST02833,Mumbai,Pizza,430.05,31,5.0,2024-03-16,14,Saturday,March,3,Repeat
ORD003030,CUST01856,Hyderabad,North Indian,449.41,34,3.5,2024-12-15,20,Sunday,December,12,Repeat
ORD003031,CUST01918,Hyderabad,South Indian,258.35,32,3.2,2024-02-01,10,Thursday,February,2,Repeat
ORD003032,CUST02578,Delhi,Burger,330.08,47,3.7,2024-08-12,11,Monday,August,8,Repeat
ORD003033,CUST01506,Bangalore,North Indian,205.29,23,4.1,2024-01-24,8,Wednesday,January,1,One-time
ORD003034,CUST02796,Hyderabad,Biryani,332.51,32,4.5,2024-06-07,14,Friday,June,6,Repeat
ORD003035,CUST00799,Hyderabad,Biryani,449.65,49,2.9,2024-06-03,11,Monday,June,6,One-time
ORD003036,CUST00892,Chennai,North Indian,274.26,43,3.9,2024-11-17,17,Sunday,November,11,Repeat
ORD003037,CUST00144,Hyderabad,Biryani,525.58,39,4.8,2024-11-14,20,Thursday,November,11,Repeat
ORD003038,CUST01601,Hyderabad,Pizza,363.2,46,3.4,2024-11-03,19,Sunday,November,11,One-time
ORD003039,CUST02586,Pune,Pizza,321.14,44,4.6,2024-06-25,13,Tuesday,June,6,Repeat
ORD003040,CUST01443,Pune,Burger,295.58,34,4.6,2024-12-15,12,Sunday,December,12,Repeat
ORD003041,CUST00693,Hyderabad,Chinese,126.56,21,4.5,2024-08-14,12,Wednesday,August,8,Repeat
ORD003042,CUST02139,Delhi,Biryani,381.34,41,3.7,2024-05-27,22,Monday,May,5,Repeat
ORD003043,CUST02841,Pune,Pizza,365.68,27,4.3,2024-04-23,13,Tuesday,April,4,Repeat
ORD003044,CUST00929,Mumbai,Biryani,474.47,47,4.8,2024-06-28,17,Friday,June,6,Repeat
ORD003045,CUST00376,Kolkata,North Indian,318.31,38,2.8,2024-08-23,8,Friday,August,8,Repeat
ORD003046,CUST02487,Mumbai,Desserts,130.07,33,4.5,2024-09-15,13,Sunday,September,9,Repeat
ORD003047,CUST00159,Hyderabad,North Indian,254.17,43,3.6,2024-03-20,21,Wednesday,March,3,Repeat
ORD003048,CUST02268,Bangalore,Desserts,143.36,37,3.5,2024-12-13,12,Friday,December,12,One-time
ORD003049,CUST00368,Ahmedabad,North Indian,267.82,18,4.0,2024-11-18,21,Monday,November,11,Repeat
ORD003050,CUST01058,Chennai,North Indian,264.0,30,4.2,2024-06-15,21,Saturday,June,6,One-time
ORD003051,CUST00595,Hyderabad,Desserts,174.7,37,4.4,2024-04-20,12,Saturday,April,4,Repeat
ORD003052,CUST00662,Kolkata,North Indian,343.17,32,3.6,2024-11-20,9,Wednesday,November,11,Repeat
ORD003053,CUST00631,Bangalore,Desserts,161.73,41,4.5,2024-10-16,12,Wednesday,October,10,Repeat
ORD003054,CUST01449,Mumbai,South Indian,285.51,30,3.8,2024-11-12,15,Tuesday,November,11,One-time
ORD003055,CUST01523,Delhi,Rolls,210.2,46,4.1,2024-05-04,20,Saturday,May,5,Repeat
ORD003056,CUST02958,Mumbai,Pizza,314.89,22,3.5,2024-02-04,11,Sunday,February,2,Repeat
ORD003057,CUST00228,Bangalore,Chinese,299.08,38,3.1,2024-09-08,20,Sunday,September,9,Repeat
ORD003058,CUST01989,Delhi,South Indian,222.45,41,3.0,2024-10-13,11,Sunday,October,10,One-time
ORD003059,CUST02301,Bangalore,Biryani,484.97,31,4.6,2024-12-03,10,Tuesday,December,12,Repeat
ORD003060,CUST01644,Delhi,North Indian,259.99,25,3.7,2024-05-26,13,Sunday,May,5,Repeat
ORD003061,CUST02950,Mumbai,South Indian,214.77,31,3.8,2024-02-02,21,Friday,February,2,Repeat
ORD003062,CUST01951,Hyderabad,South Indian,238.37,33,3.8,2024-10-18,8,Friday,October,10,Repeat
ORD003063,CUST02565,Delhi,South Indian,125.99,39,3.7,2024-08-07,14,Wednesday,August,8,Repeat
ORD003064,CUST00318,Mumbai,Rolls,252.46,26,2.9,2024-06-24,21,Monday,June,6,Repeat
ORD003065,CUST02333,Kolkata,Biryani,438.72,38,3.1,2024-07-11,13,Thursday,July,7,Repeat
ORD003066,CUST01315,Mumbai,North Indian,185.27,50,4.3,2024-04-04,7,Thursday,April,4,Repeat
ORD003067,CUST00562,Hyderabad,Biryani,143.69,30,4.9,2024-03-22,11,Friday,March,3,Repeat
ORD003068,CUST02671,Mumbai,Biryani,334.77,30,3.7,2024-12-04,9,Wednesday,December,12,Repeat
ORD003069,CUST00827,Delhi,Pizza,230.33,18,4.8,2024-08-08,19,Thursday,August,8,Repeat
ORD003070,CUST01896,Mumbai,Chinese,150.99,37,4.3,2024-07-26,10,Friday,July,7,One-time
ORD003071,CUST00304,Hyderabad,North Indian,191.16,26,4.7,2024-09-04,12,Wednesday,September,9,One-time
ORD003072,CUST01794,Delhi,Chinese,317.3,29,4.6,2024-01-15,21,Monday,January,1,Repeat
ORD003073,CUST02363,Ahmedabad,North Indian,390.49,38,3.2,2024-08-31,16,Saturday,August,8,Repeat
ORD003074,CUST00972,Pune,Rolls,161.39,38,3.6,2024-11-19,21,Tuesday,November,11,Repeat
ORD003075,CUST01265,Hyderabad,Chinese,345.73,20,3.2,2024-11-18,15,Monday,November,11,Repeat
ORD003076,CUST00772,Hyderabad,North Indian,313.57,30,3.5,2024-10-23,12,Wednesday,October,10,Repeat
ORD003077,CUST00511,Hyderabad,Biryani,212.03,35,3.8,2024-10-27,7,Sunday,October,10,Repeat
ORD003078,CUST01430,Mumbai,South Indian,255.94,36,3.7,2024-05-24,17,Friday,May,5,Repeat
ORD003079,CUST01164,Mumbai,Pizza,414.16,22,4.4,2024-01-01,14,Monday,January,1,Repeat
ORD003080,CUST01255,Bangalore,Chinese,163.02,27,3.2,2024-08-10,21,Saturday,August,8,Repeat
ORD003081,CUST01835,Delhi,Rolls,215.19,34,3.8,2024-02-15,20,Thursday,February,2,One-time
ORD003082,CUST01424,Mumbai,Desserts,108.5,32,3.4,2024-05-11,10,Saturday,May,5,Repeat
ORD003083,CUST01666,Bangalore,South Indian,241.09,25,4.8,2024-04-22,19,Monday,April,4,Repeat
ORD003084,CUST01582,Ahmedabad,Chinese,162.71,27,5.0,2024-11-11,14,Monday,November,11,One-time
ORD003085,CUST00324,Hyderabad,Chinese,249.54,22,4.2,2024-11-28,22,Thursday,November,11,Repeat
ORD003086,CUST01316,Hyderabad,Chinese,246.72,27,3.3,2024-10-30,19,Wednesday,October,10,Repeat
ORD003087,CUST01508,Bangalore,Biryani,643.0,32,2.7,2024-03-23,20,Saturday,March,3,Repeat
ORD003088,CUST01228,Bangalore,Biryani,521.9,41,3.2,2024-06-09,18,Sunday,June,6,Repeat
ORD003089,CUST02293,Pune,Pizza,245.35,42,3.5,2024-11-09,21,Saturday,November,11,One-time
ORD003090,CUST02693,Mumbai,South Indian,114.07,53,3.2,2024-06-18,14,Tuesday,June,6,Repeat
ORD003091,CUST00907,Bangalore,South Indian,302.26,48,2.9,2024-02-07,14,Wednesday,February,2,Repeat
ORD003092,CUST00497,Bangalore,Rolls,226.49,28,2.8,2024-10-28,12,Monday,October,10,Repeat
ORD003093,CUST02891,Kolkata,South Indian,196.65,39,3.4,2024-10-23,20,Wednesday,October,10,Repeat
ORD003094,CUST01105,Pune,South Indian,203.11,46,3.6,2024-09-26,20,Thursday,September,9,Repeat
ORD003095,CUST02300,Hyderabad,South Indian,173.62,42,3.8,2024-10-30,22,Wednesday,October,10,One-time
ORD003096,CUST02480,Chennai,Pizza,118.27,39,4.0,2024-04-21,20,Sunday,April,4,Repeat
ORD003097,CUST02184,Delhi,Rolls,180.91,44,3.2,2024-10-25,14,Friday,October,10,Repeat
ORD003098,CUST01021,Hyderabad,Desserts,162.62,19,4.4,2024-10-19,19,Saturday,October,10,Repeat
ORD003099,CUST00710,Hyderabad,North Indian,446.48,25,3.5,2024-01-23,21,Tuesday,January,1,Repeat
ORD003100,CUST02125,Bangalore,South Indian,180.95,36,3.1,2024-12-29,15,Sunday,December,12,Repeat
ORD003101,CUST01936,Chennai,Biryani,420.02,43,4.0,2024-03-05,7,Tuesday,March,3,Repeat
ORD003102,CUST01237,Bangalore,North Indian,167.37,45,4.2,2024-06-04,19,Tuesday,June,6,Repeat
ORD003103,CUST02964,Delhi,Chinese,338.11,39,3.9,2024-01-15,13,Monday,January,1,One-time
ORD003104,CUST00559,Chennai,Biryani,478.08,54,2.8,2024-08-24,22,Saturday,August,8,Repeat
